,# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,Year
38,ORV,C,Hassan Whiteside,25.0,MIA,2.0,258.0,0.008,48.0,23.8,11.8,10.0,0.1,0.6,2.6,0.628,,0.5,5.3,0.221,2.4,1.6,97.0,2015
39,ORV,G,Eric Bledsoe,25.0,PHO,1.0,258.0,0.004,81.0,34.6,17.0,5.2,6.1,1.6,0.6,0.447,0.324,0.8,7.0,0.119,2.9,0.5,106.0,2015
40,ORV,C,DeMarcus Cousins,24.0,SAC,1.0,258.0,0.004,59.0,34.1,24.1,12.7,3.6,1.5,1.7,0.467,0.25,0.782,6.0,0.144,3.2,1.5,101.0,2015
41,ORV,C,Andre Drummond,21.0,DET,1.0,258.0,0.004,82.0,30.5,13.8,13.5,0.7,0.9,1.9,0.514,0.0,0.389,7.7,0.147,4.3,-0.7,100.0,2015
42,ORV,G,Manu Ginóbili,37.0,SAS,1.0,258.0,0.004,70.0,22.7,10.5,3.0,4.2,1.0,0.3,0.426,0.345,0.721,3.7,0.111,2.3,0.9,102.0,2015
43,ORV,F,Blake Griffin,25.0,LAC,1.0,258.0,0.004,67.0,35.2,21.9,7.6,5.3,0.9,0.5,0.502,0.4,0.728,9.0,0.183,2.4,0.2,106.0,2015
44,ORV,G,George Hill,28.0,IND,1.0,258.0,0.004,43.0,29.5,16.1,4.2,5.1,1.0,0.3,0.477,0.358,0.79,5.4,0.203,1.6,1.2,103.0,2015
45,ORV,C,Al Horford,28.0,ATL,1.0,258.0,0.004,76.0,30.5,15.2,7.2,3.2,0.9,1.3,0.538,0.306,0.759,8.7,0.179,3.6,1.5,102.0,2015
46,ORV,G,Victor Oladipo,22.0,ORL,1.0,258.0,0.004,72.0,35.7,17.9,4.2,4.1,1.7,0.3,0.436,0.339,0.819,3.5,0.065,2.0,-0.3,108.0,2015
47,ORV,C,Zaza Pachulia,30.0,MIL,1.0,258.0,0.004,73.0,23.7,8.3,6.8,2.4,1.1,0.3,0.454,0.0,0.788,4.2,0.116,2.9,0.8,100.0,2015
48,ORV,G,Elfrid Payton,20.0,ORL,1.0,258.0,0.004,82.0,30.4,8.9,4.3,6.5,1.7,0.2,0.425,0.262,0.551,2.3,0.044,2.3,0.3,107.0,2015
49,ORV,F,Zach Randolph,33.0,MEM,1.0,258.0,0.004,71.0,32.5,16.1,10.5,2.2,1.0,0.2,0.487,0.35,0.765,7.2,0.149,3.8,-0.1,101.0,2015
50,ORV,G,Rajon Rondo,28.0,TOT,1.0,258.0,0.004,68.0,29.7,8.9,5.5,7.9,1.3,0.1,0.426,0.314,0.397,1.6,0.037,2.3,0.3,105.0,2015
51,ORV,G,Iman Shumpert,24.0,TOT,1.0,258.0,0.004,62.0,24.9,8.0,3.6,2.2,1.3,0.3,0.41,0.342,0.672,1.5,0.047,1.4,0.7,107.0,2015
52,ORV,G,Dwyane Wade,33.0,MIA,1.0,258.0,0.004,62.0,31.8,21.5,3.5,4.8,1.2,0.3,0.47,0.284,0.768,3.5,0.086,1.4,-1.4,108.0,2015
0,1st,F,Kawhi Leonard,24.0,SAS,260.0,260.0,1.0,72.0,33.1,21.2,6.8,2.6,1.8,1.0,0.506,0.443,0.874,13.7,0.277,5.5,3.0,96.0,2016
1,1st,F,Draymond Green,25.0,GSW,251.0,260.0,0.965,81.0,34.7,14.0,9.5,7.4,1.5,1.4,0.49,0.388,0.696,11.1,0.19,5.1,2.9,100.0,2016
2,1st,G,Avery Bradley,25.0,BOS,149.0,260.0,0.573,76.0,33.4,15.2,2.9,2.1,1.5,0.3,0.447,0.361,0.78,4.8,0.09,2.8,0.3,106.0,2016
3,1st,G,Chris Paul,30.0,LAC,148.0,260.0,0.569,74.0,32.7,19.5,4.2,10.0,2.1,0.2,0.462,0.371,0.896,12.7,0.253,3.5,2.0,103.0,2016
4,1st,C,DeAndre Jordan,27.0,LAC,137.0,260.0,0.527,77.0,33.7,12.7,13.8,1.2,0.7,2.3,0.703,0.0,0.43,11.5,0.213,5.5,1.3,98.0,2016
6,2nd,C,Hassan Whiteside,26.0,MIA,126.0,260.0,0.485,73.0,29.1,14.2,11.8,0.4,0.6,3.7,0.606,,0.65,10.3,0.233,5.3,2.4,95.0,2016
7,2nd,G,Tony Allen,34.0,MEM,121.0,260.0,0.465,64.0,25.3,8.4,4.6,1.1,1.7,0.3,0.458,0.357,0.652,2.4,0.072,1.9,1.2,105.0,2016
8,2nd,F,Paul Millsap,30.0,ATL,97.0,260.0,0.373,81.0,32.7,17.1,9.0,3.3,1.8,1.7,0.47,0.319,0.757,10.1,0.183,6.0,2.7,96.0,2016
9,2nd,G,Jimmy Butler,26.0,CHI,62.0,260.0,0.238,67.0,36.9,20.9,5.3,4.8,1.6,0.6,0.454,0.312,0.832,9.1,0.177,2.7,1.2,106.0,2016
10,2nd,F,Paul George,25.0,IND,48.0,260.0,0.185,81.0,34.8,23.1,7.0,4.1,1.9,0.4,0.418,0.371,0.86,9.2,0.157,4.8,1.2,101.0,2016
12,ORV,C,Rudy Gobert,23.0,UTA,64.0,260.0,0.246,61.0,31.7,9.1,11.0,1.5,0.7,2.2,0.559,,0.569,6.4,0.16,3.8,2.2,99.0,2016
13,ORV,G,Klay Thompson,25.0,GSW,49.0,260.0,0.188,80.0,33.3,22.1,3.8,2.1,0.8,0.6,0.47,0.425,0.873,8.0,0.144,2.6,-1.6,107.0,2016
14,ORV,F,Jae Crowder,25.0,BOS,47.0,260.0,0.181,73.0,31.6,14.2,5.1,1.8,1.7,0.5,0.443,0.336,0.82,7.3,0.152,3.5,1.4,102.0,2016
15,ORV,F,LeBron James,31.0,CLE,43.0,260.0,0.165,76.0,35.6,25.3,7.4,6.8,1.4,0.6,0.52,0.309,0.731,13.6,0.242,4.0,2.0,103.0,2016
16,ORV,G,Kyle Lowry,29.0,TOR,43.0,260.0,0.165,77.0,37.0,21.2,4.7,6.4,2.1,0.4,0.427,0.388,0.811,11.6,0.196,3.7,1.1,104.0,2016
17,ORV,G,Danny Green,28.0,SAS,39.0,260.0,0.15,79.0,26.1,7.2,3.8,1.8,1.0,0.8,0.376,0.332,0.739,4.2,0.099,4.1,2.1,99.0,2016
18,ORV,G,Russell Westbrook,27.0,OKC,35.0,260.0,0.135,80.0,34.4,23.5,7.8,10.4,2.0,0.3,0.454,0.296,0.812,14.0,0.245,4.0,1.4,103.0,2016
19,ORV,C,Tim Duncan,39.0,SAS,33.0,260.0,0.127,61.0,25.2,8.6,7.3,2.7,0.8,1.3,0.488,0.0,0.702,5.2,0.163,3.6,3.1,96.0,2016
20,ORV,G,Ricky Rubio,25.0,MIN,30.0,260.0,0.115,76.0,30.6,10.1,4.3,8.7,2.1,0.1,0.374,0.326,0.847,5.8,0.119,2.2,0.8,107.0,2016
21,ORV,G,Kentavious Caldwell-Pope,22.0,DET,27.0,260.0,0.104,76.0,36.7,14.5,3.7,1.8,1.4,0.2,0.42,0.309,0.811,5.3,0.092,2.7,0.8,107.0,2016
22,ORV,F,Anthony Davis,22.0,NOP,24.0,260.0,0.092,61.0,35.5,24.3,10.3,1.9,1.3,2.0,0.493,0.324,0.758,7.2,0.16,2.8,0.4,104.0,2016
23,ORV,C,Andre Drummond,22.0,DET,14.0,260.0,0.054,81.0,32.9,16.2,14.8,0.8,1.5,1.4,0.521,0.333,0.355,7.4,0.133,5.5,0.3,98.0,2016
24,ORV,F,Serge Ibaka,26.0,OKC,14.0,260.0,0.054,78.0,32.1,12.6,6.8,0.8,0.5,1.9,0.479,0.326,0.752,5.5,0.105,3.0,0.0,105.0,2016
25,ORV,G,Stephen Curry,27.0,GSW,13.0,260.0,0.05,79.0,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,17.9,0.318,4.1,1.6,103.0,2016
26,ORV,F,Andre Iguodala,32.0,GSW,13.0,260.0,0.05,65.0,26.6,7.0,4.0,3.4,1.1,0.3,0.478,0.351,0.614,4.4,0.122,2.1,1.3,105.0,2016
27,ORV,G,Patrick Beverley,27.0,HOU,11.0,260.0,0.042,71.0,28.7,9.9,3.5,3.4,1.3,0.4,0.434,0.4,0.682,4.4,0.102,1.3,0.1,110.0,2016
28,ORV,C,Al Horford,29.0,ATL,7.0,260.0,0.027,82.0,32.1,15.2,7.3,3.2,0.8,1.5,0.505,0.344,0.798,9.4,0.172,4.5,1.6,101.0,2016
29,ORV,G,Marcus Smart,21.0,BOS,7.0,260.0,0.027,61.0,27.3,9.1,4.2,3.0,1.5,0.3,0.348,0.253,0.777,2.9,0.083,2.4,1.2,103.0,2016
30,ORV,G,John Wall,25.0,WAS,6.0,260.0,0.023,77.0,36.2,19.9,4.9,10.2,1.9,0.8,0.424,0.351,0.791,5.7,0.098,3.5,0.4,104.0,2016
31,ORV,F,Giannis Antetokounmpo,21.0,MIL,3.0,260.0,0.012,80.0,35.3,16.9,7.7,4.3,1.2,1.4,0.506,0.257,0.724,7.1,0.121,2.9,0.7,106.0,2016
32,ORV,F,Trevor Ariza,30.0,HOU,3.0,260.0,0.012,81.0,35.3,12.7,4.5,2.3,2.0,0.3,0.416,0.371,0.783,5.4,0.09,2.3,0.3,108.0,2016
33,ORV,G,Kent Bazemore,26.0,ATL,3.0,260.0,0.012,75.0,27.8,11.6,5.1,2.3,1.3,0.5,0.441,0.357,0.815,4.1,0.094,3.8,1.5,100.0,2016
34,ORV,C,Andrew Bogut,31.0,GSW,3.0,260.0,0.012,70.0,20.7,5.4,7.0,2.3,0.5,1.6,0.627,1.0,0.48,5.4,0.18,2.9,3.2,99.0,2016
35,ORV,C,DeMarcus Cousins,25.0,SAC,3.0,260.0,0.012,65.0,34.6,26.9,11.5,3.3,1.6,1.4,0.451,0.333,0.718,5.7,0.122,3.3,0.6,103.0,2016
36,ORV,F,Nicolas Batum,27.0,CHO,2.0,260.0,0.008,70.0,35.0,14.9,6.1,5.8,0.9,0.6,0.426,0.348,0.849,5.0,0.097,2.9,0.1,105.0,2016
37,ORV,G,Victor Oladipo,23.0,ORL,2.0,260.0,0.008,72.0,33.0,16.0,4.8,3.9,1.6,0.8,0.438,0.348,0.83,4.9,0.099,2.7,0.9,106.0,2016
38,ORV,F,LaMarcus Aldridge,30.0,SAS,1.0,260.0,0.004,74.0,30.6,18.0,8.5,1.5,0.5,1.1,0.513,0.0,0.858,10.1,0.215,4.5,0.3,99.0,2016
39,ORV,F,Harrison Barnes,23.0,GSW,1.0,260.0,0.004,66.0,30.9,11.7,4.9,1.8,0.6,0.2,0.466,0.383,0.761,4.9,0.116,1.9,-1.1,107.0,2016
40,ORV,C,Bismack Biyombo,23.0,TOR,1.0,260.0,0.004,82.0,22.0,5.5,8.0,0.4,0.2,1.6,0.542,0.0,0.628,5.9,0.156,3.1,1.1,101.0,2016
41,ORV,G,Mike Conley,28.0,MEM,1.0,260.0,0.004,56.0,31.4,15.3,2.9,6.1,1.2,0.3,0.422,0.363,0.834,5.3,0.145,1.1,-0.5,110.0,2016
42,ORV,F,Kevin Durant,27.0,OKC,1.0,260.0,0.004,72.0,35.8,28.2,8.2,5.0,1.0,1.2,0.505,0.387,0.898,14.5,0.27,3.5,1.6,104.0,2016
43,ORV,F,Derrick Favors,24.0,UTA,1.0,260.0,0.004,62.0,32.0,16.4,8.1,1.5,1.2,1.5,0.515,0.0,0.709,7.1,0.173,3.4,1.2,101.0,2016
44,ORV,G,George Hill,29.0,IND,1.0,260.0,0.004,74.0,34.1,12.1,4.0,3.5,1.1,0.2,0.441,0.408,0.76,6.2,0.118,2.8,0.7,106.0,2016
45,ORV,G,Wesley Matthews,29.0,DAL,1.0,260.0,0.004,78.0,33.9,12.5,3.1,1.9,1.0,0.2,0.388,0.36,0.863,3.7,0.067,1.8,-0.1,109.0,2016
46,ORV,F,Luc Mbah a Moute,29.0,LAC,1.0,260.0,0.004,75.0,17.0,3.1,2.3,0.4,0.6,0.3,0.454,0.325,0.526,1.6,0.059,1.3,0.6,106.0,2016
47,ORV,F,Kristaps Porziņģis,20.0,NYK,1.0,260.0,0.004,72.0,28.4,14.3,7.3,1.3,0.7,1.9,0.421,0.333,0.838,4.4,0.102,2.9,0.3,103.0,2016
48,ORV,F,Andre Roberson,24.0,OKC,1.0,260.0,0.004,70.0,22.2,4.8,3.6,0.7,0.8,0.6,0.496,0.311,0.611,3.4,0.105,1.6,1.3,106.0,2016
49,ORV,F,Mike Scott,27.0,ATL,1.0,260.0,0.004,75.0,15.3,6.2,2.7,1.0,0.3,0.2,0.468,0.392,0.794,3.2,0.132,1.5,0.0,104.0,2016
50,ORV,G,Dwyane Wade,34.0,MIA,1.0,260.0,0.004,74.0,30.5,19.0,4.1,4.6,1.1,0.6,0.456,0.159,0.793,4.9,0.105,2.6,-0.4,106.0,2016
0,1st,F,Draymond Green,26.0,GSW,198.0,200.0,0.99,76.0,32.5,10.2,7.9,7.0,2.0,1.4,0.418,0.308,0.709,8.2,0.16,5.4,3.9,99.0,2017
1,1st,C,Rudy Gobert,24.0,UTA,196.0,200.0,0.98,81.0,33.9,14.0,12.8,1.2,0.6,2.6,0.661,0.0,0.653,14.3,0.25,6.0,2.2,99.0,2017
2,1st,F,Kawhi Leonard,25.0,SAS,192.0,200.0,0.96,74.0,33.4,25.5,5.8,3.5,1.8,0.7,0.485,0.38,0.88,13.6,0.264,4.7,2.2,102.0,2017
3,1st,G,Chris Paul,31.0,LAC,140.0,200.0,0.7,61.0,31.5,18.1,5.0,9.2,2.0,0.1,0.476,0.411,0.892,10.6,0.264,2.6,2.5,106.0,2017
4,1st,G,Patrick Beverley,28.0,HOU,110.0,200.0,0.55,67.0,30.7,9.5,5.9,4.2,1.5,0.4,0.42,0.382,0.768,5.3,0.123,2.4,1.4,108.0,2017
6,2nd,G,Tony Allen,35.0,MEM,80.0,200.0,0.4,71.0,27.0,9.1,5.5,1.4,1.6,0.4,0.461,0.278,0.615,3.1,0.077,2.9,1.1,105.0,2017
7,2nd,G,Danny Green,29.0,SAS,68.0,200.0,0.34,68.0,26.6,7.3,3.3,1.8,1.0,0.8,0.392,0.379,0.844,3.4,0.09,3.0,1.9,104.0,2017
8,2nd,C,Anthony Davis,23.0,NOP,58.0,200.0,0.29,75.0,36.1,28.0,11.8,2.1,1.3,2.2,0.505,0.299,0.802,11.0,0.195,5.1,1.4,102.0,2017
9,2nd,F,Andre Roberson,25.0,OKC,53.0,200.0,0.265,79.0,30.1,6.6,5.1,1.0,1.2,1.0,0.464,0.245,0.423,4.2,0.085,3.1,1.4,106.0,2017
10,2nd,F,Giannis Antetokounmpo,22.0,MIL,35.0,200.0,0.175,80.0,35.6,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,12.4,0.21,4.5,2.4,104.0,2017
12,ORV,G,Avery Bradley,26.0,BOS,46.0,200.0,0.23,55.0,33.4,16.3,6.1,2.2,1.2,0.2,0.463,0.39,0.731,3.1,0.081,2.0,-0.5,108.0,2017
13,ORV,G,Klay Thompson,26.0,GSW,45.0,200.0,0.225,78.0,34.0,22.3,3.7,2.1,0.8,0.5,0.468,0.414,0.853,7.1,0.129,2.9,-1.6,108.0,2017
14,ORV,G,John Wall,26.0,WAS,38.0,200.0,0.19,78.0,36.4,23.1,4.2,10.7,2.0,0.6,0.451,0.327,0.801,8.8,0.149,3.0,0.1,108.0,2017
15,ORV,C,DeAndre Jordan,28.0,LAC,35.0,200.0,0.175,81.0,31.7,12.7,13.8,1.2,0.6,1.7,0.714,0.0,0.482,11.8,0.221,4.6,0.9,102.0,2017
16,ORV,F,Paul Millsap,31.0,ATL,35.0,200.0,0.175,69.0,34.0,18.1,7.7,3.7,1.3,0.9,0.442,0.311,0.768,6.4,0.132,3.8,1.3,104.0,2017
17,ORV,C,Hassan Whiteside,27.0,MIA,25.0,200.0,0.125,77.0,32.6,17.0,14.1,0.7,0.7,2.1,0.557,,0.628,9.5,0.181,5.3,0.5,100.0,2017
18,ORV,G,Marcus Smart,22.0,BOS,21.0,200.0,0.105,79.0,30.4,10.6,3.9,4.6,1.6,0.4,0.359,0.283,0.812,3.2,0.064,2.7,0.6,108.0,2017
19,ORV,G,Jimmy Butler,27.0,CHI,18.0,200.0,0.09,76.0,37.0,23.9,6.2,5.5,1.9,0.4,0.455,0.367,0.865,13.8,0.236,3.8,1.7,106.0,2017
20,ORV,F,LeBron James,32.0,CLE,12.0,200.0,0.06,74.0,37.8,26.4,8.6,8.7,1.2,0.6,0.548,0.363,0.674,12.9,0.221,3.0,1.2,108.0,2017
21,ORV,F,Robert Covington,26.0,PHI,11.0,200.0,0.055,67.0,31.6,12.9,6.5,1.5,1.9,1.0,0.399,0.333,0.822,3.1,0.071,3.2,1.4,105.0,2017
22,ORV,G,Russell Westbrook,28.0,OKC,10.0,200.0,0.05,81.0,34.6,31.6,10.7,10.4,1.6,0.4,0.425,0.343,0.845,13.1,0.224,4.6,2.4,104.0,2017
23,ORV,F,Paul George,26.0,IND,7.0,200.0,0.035,75.0,35.9,23.7,6.6,3.3,1.6,0.4,0.461,0.393,0.898,7.1,0.126,3.1,0.1,108.0,2017
24,ORV,F,Kevin Durant,28.0,GSW,6.0,200.0,0.03,62.0,33.4,25.1,8.3,4.8,1.1,1.6,0.537,0.375,0.875,12.0,0.278,4.0,2.2,101.0,2017
25,ORV,C,Dwight Howard,31.0,ATL,6.0,200.0,0.03,74.0,29.7,13.5,12.7,1.4,0.9,1.2,0.633,0.0,0.533,8.3,0.181,4.5,0.8,100.0,2017
26,ORV,G,Mike Conley,29.0,MEM,5.0,200.0,0.025,69.0,33.2,20.5,3.5,6.3,1.3,0.3,0.46,0.408,0.859,10.0,0.209,2.5,0.8,108.0,2017
27,ORV,F,Jae Crowder,26.0,BOS,5.0,200.0,0.025,72.0,32.4,13.9,5.8,2.2,1.0,0.3,0.463,0.398,0.811,6.7,0.137,2.5,-0.1,108.0,2017
28,ORV,G,Jrue Holiday,26.0,NOP,5.0,200.0,0.025,67.0,32.7,15.4,3.9,7.3,1.5,0.7,0.454,0.356,0.708,3.8,0.084,2.6,0.2,108.0,2017
29,ORV,G,Wesley Matthews,30.0,DAL,4.0,200.0,0.02,73.0,34.2,13.5,3.5,2.9,1.1,0.2,0.393,0.363,0.816,3.1,0.06,2.1,0.0,110.0,2017
30,ORV,G,Stephen Curry,28.0,GSW,3.0,200.0,0.015,79.0,33.4,25.3,4.5,6.6,1.8,0.2,0.468,0.411,0.898,12.6,0.229,3.9,0.3,105.0,2017
31,ORV,F,Andre Iguodala,33.0,GSW,3.0,200.0,0.015,76.0,26.3,7.6,4.0,3.4,1.0,0.5,0.528,0.362,0.706,6.9,0.167,2.9,1.7,105.0,2017
32,ORV,F,Michael Kidd-Gilchrist,23.0,CHO,3.0,200.0,0.015,81.0,29.0,9.2,7.0,1.4,1.0,1.0,0.477,0.111,0.784,5.8,0.119,3.1,0.9,106.0,2017
33,ORV,G,Ricky Rubio,26.0,MIN,3.0,200.0,0.015,75.0,32.9,11.1,4.1,9.1,1.7,0.1,0.402,0.306,0.891,6.1,0.119,1.7,-0.2,112.0,2017
34,ORV,F,P.J. Tucker,31.0,TOT,3.0,200.0,0.015,81.0,27.6,6.7,5.8,1.2,1.4,0.2,0.413,0.357,0.774,3.6,0.078,2.2,1.2,109.0,2017
35,ORV,F,Trevor Ariza,31.0,HOU,2.0,200.0,0.01,80.0,34.7,11.7,5.7,2.2,1.8,0.3,0.409,0.344,0.738,6.0,0.104,3.2,1.1,108.0,2017
36,ORV,F,Nicolas Batum,28.0,CHO,2.0,200.0,0.01,77.0,34.0,15.1,6.2,5.9,1.1,0.4,0.403,0.333,0.856,4.6,0.084,2.8,0.2,108.0,2017
37,ORV,C,Marc Gasol,32.0,MEM,2.0,200.0,0.01,74.0,34.2,19.5,6.3,4.6,0.9,1.3,0.459,0.388,0.837,7.7,0.145,3.5,1.4,106.0,2017
38,ORV,G,Eric Gordon,28.0,HOU,2.0,200.0,0.01,75.0,31.0,16.2,2.7,2.5,0.6,0.5,0.406,0.372,0.84,3.8,0.079,1.4,-1.4,113.0,2017
39,ORV,C,Karl-Anthony Towns,21.0,MIN,2.0,200.0,0.01,82.0,37.0,25.1,12.3,2.7,0.7,1.3,0.542,0.367,0.832,12.7,0.201,2.8,-0.7,110.0,2017
40,ORV,C,Steven Adams,23.0,OKC,1.0,200.0,0.005,80.0,29.9,11.3,7.7,1.1,1.1,1.0,0.571,0.0,0.611,6.5,0.13,3.1,0.0,107.0,2017
41,ORV,F,LaMarcus Aldridge,31.0,SAS,1.0,200.0,0.005,72.0,32.4,17.3,7.3,1.9,0.6,1.2,0.477,0.411,0.812,7.2,0.149,3.7,0.1,104.0,2017
42,ORV,F,Al-Farouq Aminu,26.0,POR,1.0,200.0,0.005,61.0,29.1,8.7,7.4,1.6,1.0,0.7,0.393,0.33,0.706,1.9,0.051,2.0,0.4,108.0,2017
43,ORV,G,Kentavious Caldwell-Pope,23.0,DET,1.0,200.0,0.005,76.0,33.3,13.8,3.3,2.5,1.2,0.2,0.399,0.35,0.832,4.5,0.086,2.5,0.4,109.0,2017
44,ORV,G,George Hill,30.0,UTA,1.0,200.0,0.005,49.0,31.5,16.9,3.4,4.2,1.0,0.2,0.477,0.403,0.801,5.9,0.182,1.9,0.8,107.0,2017
45,ORV,F,Serge Ibaka,27.0,TOT,1.0,200.0,0.005,79.0,30.7,14.8,6.8,0.9,0.5,1.6,0.48,0.391,0.856,5.1,0.101,2.6,-0.3,109.0,2017
46,ORV,G,Damian Lillard,26.0,POR,1.0,200.0,0.005,75.0,35.9,27.0,4.9,5.9,0.9,0.3,0.444,0.37,0.895,10.4,0.185,1.5,-1.1,113.0,2017
47,ORV,F,Luc Mbah a Moute,30.0,LAC,1.0,200.0,0.005,80.0,22.3,6.1,2.1,0.5,1.0,0.4,0.505,0.391,0.678,3.1,0.084,1.8,1.3,109.0,2017
48,ORV,G,Austin Rivers,24.0,LAC,1.0,200.0,0.005,74.0,27.8,12.0,2.2,2.8,0.6,0.1,0.442,0.371,0.691,2.5,0.059,1.3,-1.0,112.0,2017
49,ORV,G,Isaiah Thomas,27.0,BOS,1.0,200.0,0.005,76.0,33.8,28.9,2.7,5.9,0.9,0.2,0.463,0.379,0.909,12.5,0.234,1.6,-1.1,112.0,2017
50,ORV,C,Cody Zeller,24.0,CHO,1.0,200.0,0.005,62.0,27.8,10.3,6.5,1.6,1.0,0.9,0.571,0.0,0.679,5.6,0.157,2.2,1.1,107.0,2017
0,1st,C,Rudy Gobert,25.0,UTA,192.0,200.0,0.96,56.0,32.4,13.5,10.7,1.4,0.8,2.3,0.622,,0.682,8.1,0.214,3.9,2.5,99.0,2018
1,1st,F,Anthony Davis,24.0,NOP,163.0,200.0,0.815,75.0,36.4,28.1,11.1,2.3,1.5,2.6,0.534,0.34,0.828,13.7,0.241,4.9,1.4,102.0,2018
2,1st,G,Victor Oladipo,25.0,IND,136.0,200.0,0.68,75.0,34.0,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,8.2,0.155,4.0,1.7,104.0,2018
3,1st,G,Jrue Holiday,27.0,NOP,105.0,200.0,0.525,81.0,36.1,19.0,4.5,6.0,1.5,0.8,0.494,0.337,0.786,7.1,0.116,2.9,0.3,109.0,2018
4,1st,F,Robert Covington,27.0,PHI,90.0,200.0,0.45,80.0,31.7,12.6,5.4,2.0,1.7,0.9,0.413,0.369,0.853,6.1,0.116,4.5,1.7,103.0,2018
6,2nd,C,Joel Embiid,23.0,PHI,90.0,200.0,0.45,63.0,30.3,22.9,11.0,3.2,0.6,1.8,0.483,0.308,0.769,6.2,0.155,3.8,1.3,100.0,2018
7,2nd,F,Draymond Green,27.0,GSW,86.0,200.0,0.43,70.0,32.7,11.0,7.6,7.3,1.4,1.3,0.454,0.301,0.775,6.1,0.127,3.4,1.9,105.0,2018
8,2nd,F,Al Horford,31.0,BOS,85.0,200.0,0.425,72.0,31.6,12.9,7.4,4.7,0.6,1.1,0.489,0.429,0.783,7.8,0.165,3.8,2.0,103.0,2018
9,2nd,G,Dejounte Murray,21.0,SAS,80.0,200.0,0.4,81.0,21.5,8.1,5.7,2.9,1.2,0.4,0.443,0.265,0.709,3.2,0.087,3.4,2.2,101.0,2018
10,2nd,G,Jimmy Butler,28.0,MIN,79.0,200.0,0.395,59.0,36.7,22.2,5.3,4.9,2.0,0.4,0.474,0.35,0.854,8.9,0.198,1.8,0.7,110.0,2018
12,ORV,G,Chris Paul,32.0,HOU,74.0,200.0,0.37,58.0,31.8,18.6,5.4,7.9,1.7,0.2,0.46,0.38,0.919,10.2,0.265,2.7,1.8,105.0,2018
13,ORV,F,Paul George,27.0,OKC,69.0,200.0,0.345,79.0,36.6,21.9,5.7,3.3,2.0,0.5,0.43,0.401,0.822,8.9,0.147,3.9,0.6,106.0,2018
14,ORV,F,Giannis Antetokounmpo,23.0,MIL,43.0,200.0,0.215,75.0,36.7,26.9,10.0,4.8,1.5,1.4,0.529,0.307,0.76,11.9,0.207,3.6,0.9,106.0,2018
15,ORV,F,Kevin Durant,29.0,GSW,31.0,200.0,0.155,68.0,34.2,26.4,6.8,5.4,0.7,1.8,0.516,0.419,0.889,10.4,0.215,2.9,0.6,107.0,2018
16,ORV,G,Klay Thompson,27.0,GSW,24.0,200.0,0.12,73.0,34.3,20.0,3.8,2.5,0.8,0.5,0.488,0.44,0.837,4.9,0.094,1.8,-2.1,111.0,2018
17,ORV,G,Josh Richardson,24.0,MIA,22.0,200.0,0.11,81.0,33.2,12.9,3.5,2.9,1.5,0.9,0.451,0.378,0.845,5.4,0.096,3.5,1.3,106.0,2018
18,ORV,G,Marcus Smart,23.0,BOS,18.0,200.0,0.09,54.0,29.9,10.2,3.5,4.8,1.3,0.4,0.367,0.301,0.729,1.9,0.056,2.5,1.0,104.0,2018
19,ORV,F,Andre Roberson,26.0,OKC,17.0,200.0,0.085,39.0,26.6,5.0,4.7,1.2,1.2,0.9,0.537,0.222,0.316,2.2,0.1,1.3,1.8,107.0,2018
20,ORV,G,Jaylen Brown,21.0,BOS,16.0,200.0,0.08,70.0,30.7,14.5,4.9,1.6,1.0,0.4,0.465,0.395,0.644,4.5,0.1,3.2,0.3,105.0,2018
21,ORV,G,Ben Simmons,21.0,PHI,16.0,200.0,0.08,81.0,33.7,15.8,8.1,8.2,1.7,0.9,0.545,0.0,0.56,9.2,0.162,5.0,2.5,102.0,2018
22,ORV,F,P.J. Tucker,32.0,HOU,13.0,200.0,0.065,82.0,27.8,6.1,5.6,0.9,1.0,0.3,0.39,0.371,0.717,3.9,0.082,3.0,0.8,106.0,2018
23,ORV,G,Kyle Lowry,31.0,TOR,7.0,200.0,0.035,78.0,32.2,16.2,5.6,6.9,1.1,0.2,0.427,0.399,0.854,10.2,0.194,3.1,0.5,107.0,2018
24,ORV,G,Russell Westbrook,29.0,OKC,7.0,200.0,0.035,80.0,36.4,25.4,10.1,10.3,1.8,0.3,0.449,0.298,0.737,10.1,0.166,4.5,1.5,104.0,2018
25,ORV,G,Danny Green,30.0,SAS,6.0,200.0,0.03,70.0,25.6,8.6,3.6,1.6,0.9,1.1,0.387,0.363,0.769,2.9,0.078,2.9,1.4,104.0,2018
26,ORV,F,Luc Mbah a Moute,31.0,HOU,5.0,200.0,0.025,61.0,25.6,7.5,3.0,0.9,1.2,0.4,0.481,0.364,0.684,2.8,0.087,2.1,1.4,106.0,2018
27,ORV,G,Ricky Rubio,27.0,UTA,4.0,200.0,0.02,77.0,29.3,13.1,4.6,5.3,1.6,0.1,0.418,0.352,0.866,5.3,0.112,3.8,1.5,103.0,2018
