,# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,Year
0,1st,C,Ben Wallace,28.0,DET,55.0,58.0,0.948,73.0,39.4,6.9,15.4,1.6,1.4,3.2,0.481,0.167,0.45,10.6,0.176,7.9,3.5,90.0,2003
1,1st,F,Kevin Garnett,26.0,MIN,47.0,58.0,0.81,82.0,40.5,23.0,13.4,6.0,1.4,1.6,0.502,0.282,0.751,15.6,0.225,5.8,2.4,98.0,2003
2,1st,F,Tim Duncan,26.0,SAS,44.0,58.0,0.759,81.0,39.3,23.3,12.9,3.9,0.7,2.9,0.513,0.273,0.71,16.5,0.248,6.9,2.5,94.0,2003
3,1st,G,Doug Christie,32.0,SAC,38.0,58.0,0.655,80.0,33.9,9.4,4.3,4.7,2.3,0.5,0.479,0.395,0.81,8.9,0.157,4.7,3.2,98.0,2003
4,1st,G,Kobe Bryant,24.0,LAL,35.0,58.0,0.603,82.0,41.5,30.0,6.9,5.9,2.2,0.8,0.451,0.383,0.843,14.9,0.21,4.0,0.7,103.0,2003
6,2nd,G,Jason Kidd,29.0,NJN,31.0,58.0,0.534,80.0,37.4,18.7,6.3,8.9,2.2,0.3,0.414,0.341,0.841,11.3,0.182,5.8,1.8,96.0,2003
7,2nd,F,Metta World Peace,23.0,IND,27.0,58.0,0.466,69.0,33.6,15.5,5.2,2.9,2.3,0.7,0.428,0.336,0.736,7.2,0.15,4.1,2.3,98.0,2003
8,2nd,F,Bruce Bowen,31.0,SAS,24.0,58.0,0.414,82.0,31.3,7.1,2.9,1.4,0.8,0.5,0.466,0.441,0.404,5.1,0.096,2.7,1.0,103.0,2003
9,2nd,G,Eric Snow,29.0,PHI,16.0,58.0,0.276,82.0,37.9,12.9,3.7,6.6,1.6,0.1,0.452,0.219,0.858,8.4,0.13,2.7,0.3,105.0,2003
10,2nd,C,Shaquille O'Neal,30.0,LAL,12.0,58.0,0.207,67.0,37.8,27.5,11.1,3.1,0.6,2.4,0.574,,0.622,13.2,0.25,3.0,0.1,102.0,2003
12,ORV,G,Gary Payton,34.0,TOT,15.0,58.0,0.259,80.0,40.1,20.4,4.2,8.3,1.7,0.3,0.454,0.297,0.71,9.1,0.136,2.1,-0.6,107.0,2003
13,ORV,F,P.J. Brown,33.0,NOH,11.0,58.0,0.19,78.0,33.4,10.7,9.0,1.9,0.9,1.0,0.531,0.0,0.836,10.2,0.188,3.8,1.0,100.0,2003
14,ORV,G,Allen Iverson,27.0,PHI,10.0,58.0,0.172,82.0,42.5,27.6,4.2,5.5,2.7,0.2,0.414,0.277,0.774,9.2,0.127,4.2,0.2,102.0,2003
15,ORV,F,Scottie Pippen,37.0,POR,8.0,58.0,0.138,64.0,29.9,10.8,4.3,4.5,1.6,0.4,0.444,0.286,0.818,3.8,0.095,2.6,1.6,101.0,2003
16,ORV,C,Theo Ratliff,29.0,ATL,8.0,58.0,0.138,81.0,31.1,8.7,7.5,0.9,0.7,3.2,0.464,,0.72,4.0,0.077,3.4,1.8,101.0,2003
17,ORV,F,Brian Grant,30.0,MIA,6.0,58.0,0.103,82.0,32.2,10.3,10.2,1.3,0.8,0.6,0.509,,0.771,7.7,0.139,4.1,0.4,99.0,2003
18,ORV,F,Andrei Kirilenko,21.0,UTA,6.0,58.0,0.103,80.0,27.7,12.0,5.3,1.7,1.5,2.2,0.491,0.325,0.8,9.2,0.199,3.8,2.9,98.0,2003
19,ORV,F,Clifford Robinson,36.0,DET,6.0,58.0,0.103,81.0,34.9,12.2,3.9,3.3,1.1,1.1,0.398,0.336,0.676,4.4,0.075,4.0,0.9,101.0,2003
20,ORV,F,Kenyon Martin,25.0,NJN,5.0,58.0,0.086,77.0,34.1,16.7,8.3,2.4,1.3,0.9,0.47,0.209,0.653,7.1,0.129,5.3,1.2,96.0,2003
21,ORV,C,Jermaine O'Neal,24.0,IND,5.0,58.0,0.086,77.0,37.2,20.8,10.3,2.0,0.9,2.3,0.484,0.333,0.731,10.5,0.177,5.2,0.9,97.0,2003
22,ORV,F,Shawn Marion,24.0,PHO,4.0,58.0,0.069,81.0,41.6,21.2,9.5,2.4,2.3,1.2,0.452,0.387,0.851,13.0,0.186,5.8,1.7,98.0,2003
23,ORV,G,Michael Jordan,39.0,WAS,3.0,58.0,0.052,82.0,37.0,20.0,6.1,3.8,1.5,0.5,0.445,0.291,0.821,6.2,0.099,3.4,0.0,103.0,2003
24,ORV,F,Kurt Thomas,30.0,NYK,3.0,58.0,0.052,81.0,31.8,14.0,7.9,2.0,1.0,1.2,0.483,0.667,0.75,5.4,0.1,3.0,0.7,102.0,2003
25,ORV,F,Matt Harpring,26.0,UTA,2.0,58.0,0.034,78.0,32.8,17.6,6.6,1.7,0.9,0.2,0.511,0.413,0.792,8.8,0.166,2.4,-1.1,104.0,2003
26,ORV,G,Tracy McGrady,23.0,ORL,2.0,58.0,0.034,75.0,39.4,32.1,6.5,5.5,1.7,0.8,0.457,0.386,0.793,16.1,0.262,2.9,0.7,104.0,2003
27,ORV,G,Chauncey Billups,26.0,DET,1.0,58.0,0.017,74.0,31.4,16.2,3.7,3.9,0.9,0.2,0.421,0.392,0.878,9.9,0.204,2.9,0.3,102.0,2003
28,ORV,C,Keon Clark,27.0,SAC,1.0,58.0,0.017,80.0,22.3,6.7,5.6,1.0,0.5,1.9,0.501,0.0,0.656,4.7,0.127,3.4,2.1,97.0,2003
29,ORV,F,Dale Davis,33.0,POR,1.0,58.0,0.017,78.0,29.3,7.4,7.2,1.2,0.7,0.9,0.541,,0.633,6.9,0.145,2.6,0.1,103.0,2003
30,ORV,C,Nenê,20.0,DEN,1.0,58.0,0.017,80.0,28.2,10.5,6.1,1.9,1.6,0.8,0.519,0.0,0.578,5.0,0.107,3.8,1.9,99.0,2003
31,ORV,G,Bobby Jackson,29.0,SAC,1.0,58.0,0.017,59.0,28.4,15.2,3.7,3.1,1.2,0.1,0.464,0.379,0.846,5.5,0.157,2.2,0.5,101.0,2003
32,ORV,C,Jamaal Magloire,24.0,NOH,1.0,58.0,0.017,82.0,29.8,10.3,8.8,1.1,0.6,1.4,0.48,0.0,0.717,6.7,0.133,3.8,0.2,99.0,2003
33,ORV,F,Desmond Mason,25.0,TOT,1.0,58.0,0.017,80.0,34.5,14.3,6.5,2.0,0.8,0.4,0.449,0.292,0.749,5.2,0.09,1.9,-1.3,106.0,2003
34,ORV,C,Yao Ming,22.0,HOU,1.0,58.0,0.017,82.0,29.0,13.5,8.2,1.7,0.4,1.8,0.498,0.5,0.811,8.7,0.176,3.5,0.9,100.0,2003
35,ORV,C,David Robinson,37.0,SAS,1.0,58.0,0.017,64.0,26.2,8.5,7.9,1.0,0.8,1.7,0.469,,0.71,6.0,0.172,3.6,1.7,95.0,2003
36,ORV,F,Amar'e Stoudemire,20.0,PHO,1.0,58.0,0.017,82.0,31.3,13.5,8.8,1.0,0.8,1.1,0.472,0.2,0.661,6.2,0.116,3.6,-0.4,101.0,2003
37,ORV,F,Rasheed Wallace,28.0,POR,1.0,58.0,0.017,74.0,36.3,18.1,7.4,2.1,0.9,1.0,0.471,0.358,0.735,8.5,0.151,3.4,0.2,102.0,2003
38,ORV,F,Chris Webber,29.0,SAC,1.0,58.0,0.017,67.0,39.1,23.0,10.5,5.4,1.6,1.3,0.461,0.238,0.607,6.9,0.127,5.3,1.5,96.0,2003
0,1st,F,Metta World Peace,24.0,IND,54.0,58.0,0.931,73.0,37.2,18.3,5.3,3.7,2.1,0.7,0.421,0.31,0.733,8.0,0.141,5.2,1.9,96.0,2004
1,1st,C,Ben Wallace,29.0,DET,48.0,58.0,0.828,81.0,37.7,9.5,12.4,1.7,1.8,3.0,0.421,0.125,0.49,10.2,0.16,9.1,3.3,87.0,2004
2,1st,G,Bruce Bowen,32.0,SAS,41.0,58.0,0.707,82.0,32.0,6.9,3.1,1.4,1.0,0.4,0.42,0.363,0.579,5.4,0.098,4.6,2.2,97.0,2004
3,1st,F,Kevin Garnett,27.0,MIN,40.0,58.0,0.69,82.0,39.4,24.2,13.9,5.0,1.5,2.2,0.499,0.256,0.791,18.3,0.272,8.0,3.3,92.0,2004
4,1st,G,Kobe Bryant,25.0,LAL,31.0,58.0,0.534,65.0,37.6,24.0,5.5,5.1,1.7,0.4,0.438,0.327,0.852,10.7,0.21,3.0,0.5,102.0,2004
6,2nd,F,Andrei Kirilenko,22.0,UTA,36.0,58.0,0.621,78.0,37.1,16.5,8.1,3.1,1.9,2.8,0.443,0.338,0.79,11.6,0.192,5.0,2.9,97.0,2004
7,2nd,F,Tim Duncan,27.0,SAS,33.0,58.0,0.569,69.0,36.6,22.3,12.4,3.1,0.9,2.7,0.501,0.167,0.599,13.1,0.249,7.2,3.3,89.0,2004
8,2nd,C,Theo Ratliff,30.0,TOT,28.0,58.0,0.483,85.0,31.3,7.9,7.2,0.8,0.6,3.6,0.485,,0.645,5.2,0.094,3.4,2.3,101.0,2004
9,2nd,G,Doug Christie,33.0,SAC,25.0,58.0,0.431,82.0,33.9,10.1,4.0,4.2,1.8,0.5,0.461,0.345,0.86,5.7,0.099,2.4,1.1,104.0,2004
10,2nd,G,Jason Kidd,30.0,NJN,15.0,58.0,0.259,67.0,36.6,15.5,6.4,9.2,1.8,0.2,0.384,0.321,0.827,7.2,0.141,4.4,1.3,97.0,2004
12,ORV,F,James Posey,27.0,MEM,13.0,58.0,0.224,82.0,29.9,13.7,4.9,1.5,1.7,0.5,0.478,0.386,0.83,10.0,0.195,3.2,1.4,101.0,2004
13,ORV,G,Eric Snow,30.0,PHI,10.0,58.0,0.172,82.0,36.2,10.3,3.4,6.9,1.2,0.1,0.413,0.111,0.797,5.5,0.09,2.3,-0.3,105.0,2004
14,ORV,C,Jermaine O'Neal,25.0,IND,9.0,58.0,0.155,78.0,35.7,20.1,10.0,2.1,0.8,2.6,0.434,0.111,0.757,9.0,0.155,6.3,1.3,93.0,2004
15,ORV,F,Clifford Robinson,37.0,GSW,7.0,58.0,0.121,82.0,34.7,11.8,3.9,3.3,0.8,0.9,0.387,0.357,0.711,2.0,0.033,2.1,0.0,105.0,2004
16,ORV,G,Chauncey Billups,27.0,DET,5.0,58.0,0.086,78.0,35.4,16.9,3.5,5.7,1.1,0.1,0.394,0.388,0.878,11.3,0.198,4.2,0.5,99.0,2004
17,ORV,G,Baron Davis,24.0,NOH,5.0,58.0,0.086,67.0,40.1,22.9,4.3,7.5,2.4,0.4,0.395,0.321,0.673,7.5,0.133,3.2,0.5,102.0,2004
18,ORV,F,Kenyon Martin,26.0,NJN,5.0,58.0,0.086,65.0,34.6,16.7,9.5,2.5,1.5,1.3,0.488,0.28,0.684,6.7,0.142,5.1,1.8,93.0,2004
19,ORV,C,Shaquille O'Neal,31.0,LAL,4.0,58.0,0.069,67.0,36.8,21.5,11.5,2.9,0.5,2.5,0.584,,0.49,9.9,0.192,4.0,1.0,98.0,2004
20,ORV,G,Gary Payton,35.0,LAL,4.0,58.0,0.069,82.0,34.5,14.6,4.2,5.5,1.2,0.2,0.471,0.333,0.714,8.1,0.137,2.7,0.2,103.0,2004
21,ORV,G,Steve Francis,26.0,HOU,2.0,58.0,0.034,79.0,40.4,16.6,5.5,6.2,1.8,0.4,0.403,0.292,0.775,7.1,0.107,4.7,0.9,99.0,2004
22,ORV,G,Manu Ginóbili,26.0,SAS,2.0,58.0,0.034,77.0,29.4,12.8,4.5,3.8,1.8,0.2,0.418,0.359,0.802,9.1,0.194,5.1,3.1,93.0,2004
23,ORV,F,Rasheed Wallace,29.0,TOT,2.0,58.0,0.034,68.0,35.1,16.0,6.8,2.3,0.9,1.8,0.436,0.331,0.736,6.2,0.125,3.1,0.8,101.0,2004
24,ORV,G,Earl Watson,24.0,MEM,2.0,58.0,0.034,81.0,20.6,5.7,2.2,5.0,1.1,0.2,0.371,0.245,0.652,1.8,0.052,1.7,0.3,103.0,2004
25,ORV,G,Darrell Armstrong,35.0,NOH,1.0,58.0,0.017,79.0,28.4,10.6,2.9,3.9,1.7,0.2,0.395,0.315,0.854,5.3,0.114,2.5,1.1,102.0,2004
26,ORV,F,P.J. Brown,34.0,NOH,1.0,58.0,0.017,80.0,34.4,10.5,8.6,1.9,1.0,0.9,0.476,0.0,0.854,8.1,0.142,3.4,0.4,101.0,2004
27,ORV,C,Marcus Camby,29.0,DEN,1.0,58.0,0.017,72.0,30.0,8.6,10.1,1.8,1.2,2.6,0.477,0.0,0.721,6.9,0.154,4.3,2.5,95.0,2004
28,ORV,C,Kelvin Cato,29.0,HOU,1.0,58.0,0.017,69.0,25.3,6.1,6.8,1.0,0.8,1.4,0.447,,0.676,4.6,0.127,3.5,2.4,95.0,2004
29,ORV,G,Derek Fisher,29.0,LAL,1.0,58.0,0.017,82.0,21.6,7.1,1.9,2.3,1.3,0.0,0.352,0.291,0.797,2.4,0.066,2.0,1.1,102.0,2004
30,ORV,F,Brian Grant,31.0,MIA,1.0,58.0,0.017,76.0,30.3,8.7,6.9,0.9,0.7,0.5,0.471,0.0,0.782,4.9,0.101,2.8,-0.2,102.0,2004
31,ORV,G,Trenton Hassell,24.0,MIN,1.0,58.0,0.017,81.0,28.0,5.0,3.2,1.6,0.4,0.7,0.465,0.308,0.787,4.0,0.084,2.3,0.9,103.0,2004
32,ORV,F,Richard Jefferson,23.0,NJN,1.0,58.0,0.017,82.0,38.2,18.5,5.7,3.8,1.1,0.3,0.498,0.364,0.763,11.0,0.168,4.4,0.4,100.0,2004
33,ORV,G,Joe Johnson,22.0,PHO,1.0,58.0,0.017,82.0,40.6,16.7,4.7,4.4,1.1,0.3,0.43,0.305,0.75,3.3,0.047,1.1,-1.4,109.0,2004
34,ORV,F,Shawn Marion,25.0,PHO,1.0,58.0,0.017,79.0,40.7,19.0,9.3,2.7,2.1,1.3,0.44,0.34,0.851,9.1,0.135,3.8,0.6,102.0,2004
35,ORV,G,Andre Miller,27.0,DEN,1.0,58.0,0.017,82.0,34.6,14.8,4.5,6.1,1.7,0.3,0.457,0.185,0.832,8.8,0.148,2.6,0.4,104.0,2004
36,ORV,C,Greg Ostertag,30.0,UTA,1.0,58.0,0.017,78.0,27.6,6.8,7.4,1.6,0.4,1.8,0.476,0.0,0.579,5.0,0.111,2.7,0.9,101.0,2004
37,ORV,G,Mickaël Piétrus,21.0,GSW,1.0,58.0,0.017,53.0,14.1,5.3,2.2,0.5,0.6,0.2,0.416,0.333,0.693,1.5,0.095,0.7,0.4,104.0,2004
38,ORV,G,Bob Sura,30.0,TOT,1.0,58.0,0.017,80.0,20.8,7.5,4.1,2.9,0.8,0.2,0.416,0.266,0.757,4.6,0.133,2.0,0.5,102.0,2004
0,1st,C,Ben Wallace,30.0,DET,51.0,60.0,0.85,74.0,36.1,9.7,12.2,1.7,1.4,2.4,0.453,0.111,0.428,8.5,0.153,6.7,2.6,94.0,2005
1,1st,G,Bruce Bowen,33.0,SAS,48.0,60.0,0.8,82.0,32.0,8.2,3.5,1.5,0.7,0.5,0.42,0.403,0.634,6.1,0.111,4.0,1.2,102.0,2005
2,1st,F,Kevin Garnett,28.0,MIN,48.0,60.0,0.8,82.0,38.1,22.2,13.5,5.7,1.5,1.4,0.502,0.24,0.811,16.1,0.248,6.0,3.0,99.0,2005
3,1st,F,Tim Duncan,28.0,SAS,39.0,60.0,0.65,66.0,33.4,20.3,11.1,2.7,0.7,2.6,0.496,0.333,0.67,11.2,0.245,5.7,2.8,93.0,2005
4,1st,G,Larry Hughes,26.0,WAS,22.0,60.0,0.367,61.0,38.7,22.0,6.3,4.7,2.9,0.3,0.43,0.282,0.777,7.7,0.157,3.1,1.9,104.0,2005
6,2nd,C,Marcus Camby,30.0,DEN,21.0,60.0,0.35,66.0,30.5,10.3,10.0,2.3,0.9,3.0,0.465,0.0,0.723,5.8,0.138,4.5,3.3,96.0,2005
7,2nd,F,Tayshaun Prince,24.0,DET,21.0,60.0,0.35,82.0,37.1,14.7,5.3,3.0,0.7,0.9,0.487,0.341,0.807,9.4,0.149,4.0,0.7,104.0,2005
8,2nd,G,Chauncey Billups,28.0,DET,17.0,60.0,0.283,80.0,35.8,16.5,3.4,5.8,1.0,0.1,0.442,0.426,0.898,12.1,0.202,3.5,0.6,105.0,2005
9,2nd,F,Andrei Kirilenko,23.0,UTA,17.0,60.0,0.283,41.0,32.9,15.6,6.2,3.2,1.6,3.3,0.493,0.299,0.784,5.5,0.197,2.0,3.7,102.0,2005
10,2nd,G,Jason Kidd,31.0,NJN,16.0,60.0,0.267,66.0,36.9,14.4,7.4,8.3,1.9,0.1,0.398,0.36,0.74,7.2,0.143,4.2,1.4,101.0,2005
11,2nd,G,Dwyane Wade,23.0,MIA,16.0,60.0,0.267,77.0,38.6,24.1,5.2,6.8,1.6,1.1,0.478,0.289,0.762,11.0,0.177,4.3,0.7,103.0,2005
13,ORV,C,Shaquille O'Neal,32.0,MIA,16.0,60.0,0.267,73.0,34.1,22.9,10.4,2.7,0.5,2.3,0.601,,0.461,11.0,0.211,4.6,1.2,100.0,2005
14,ORV,G,Allen Iverson,29.0,PHI,14.0,60.0,0.233,75.0,42.3,30.7,4.0,7.9,2.4,0.1,0.424,0.308,0.835,9.0,0.136,3.7,0.0,105.0,2005
15,ORV,G,Kobe Bryant,26.0,LAL,12.0,60.0,0.2,66.0,40.7,27.6,5.9,6.0,1.3,0.8,0.433,0.339,0.816,8.1,0.145,1.0,-0.8,111.0,2005
16,ORV,G,Manu Ginóbili,27.0,SAS,9.0,60.0,0.15,74.0,29.6,16.0,4.4,3.9,1.6,0.4,0.471,0.376,0.803,11.0,0.24,4.6,2.8,98.0,2005
17,ORV,F,Shawn Marion,26.0,PHO,9.0,60.0,0.15,81.0,38.8,19.4,11.3,1.9,2.0,1.5,0.476,0.334,0.833,12.5,0.191,5.2,1.3,101.0,2005
18,ORV,F,Rasheed Wallace,30.0,DET,8.0,60.0,0.133,79.0,34.0,14.5,8.2,1.8,0.8,1.5,0.44,0.318,0.697,7.1,0.127,5.1,1.2,99.0,2005
19,ORV,F,Kenyon Martin,27.0,DEN,6.0,60.0,0.1,70.0,32.5,15.5,7.3,2.4,1.4,1.1,0.49,0.0,0.646,5.3,0.111,3.6,1.0,102.0,2005
20,ORV,F,Andre Iguodala,21.0,PHI,5.0,60.0,0.083,82.0,32.8,9.0,5.7,3.0,1.7,0.6,0.493,0.331,0.743,6.6,0.118,4.0,2.1,102.0,2005
21,ORV,G,Tony Parker,22.0,SAS,5.0,60.0,0.083,80.0,34.2,16.6,3.7,6.1,1.2,0.1,0.482,0.276,0.65,8.1,0.141,4.5,0.6,101.0,2005
22,ORV,F,Shane Battier,26.0,MEM,4.0,60.0,0.067,80.0,31.5,9.9,5.2,1.6,1.1,1.0,0.442,0.395,0.789,7.8,0.149,3.4,1.3,103.0,2005
23,ORV,G,Andre Miller,28.0,DEN,4.0,60.0,0.067,82.0,34.8,13.6,4.1,6.9,1.5,0.1,0.477,0.154,0.838,7.0,0.119,2.9,0.1,106.0,2005
24,ORV,C,Tyson Chandler,22.0,CHI,3.0,60.0,0.05,80.0,27.4,8.0,9.7,0.8,0.9,1.8,0.494,0.0,0.673,8.3,0.183,5.5,2.7,94.0,2005
25,ORV,G,Trenton Hassell,25.0,MIN,3.0,60.0,0.05,82.0,25.2,6.6,2.7,1.6,0.4,0.4,0.474,0.091,0.789,2.7,0.063,1.0,-0.4,111.0,2005
26,ORV,G,Kirk Hinrich,24.0,CHI,3.0,60.0,0.05,77.0,36.4,15.7,3.9,6.4,1.6,0.3,0.397,0.355,0.792,7.2,0.124,4.7,1.6,101.0,2005
27,ORV,G,Joe Johnson,23.0,PHO,3.0,60.0,0.05,82.0,39.5,17.1,5.1,3.5,1.0,0.3,0.461,0.478,0.75,7.6,0.112,1.7,-0.6,110.0,2005
28,ORV,G,Earl Watson,25.0,MEM,3.0,60.0,0.05,80.0,22.6,7.7,2.1,4.5,1.0,0.2,0.426,0.319,0.659,2.3,0.062,2.2,0.2,104.0,2005
29,ORV,F,Udonis Haslem,24.0,MIA,2.0,60.0,0.033,80.0,33.4,10.9,9.1,1.4,0.8,0.5,0.54,0.0,0.791,9.2,0.165,4.0,0.3,102.0,2005
30,ORV,F,Josh Howard,24.0,DAL,2.0,60.0,0.033,76.0,32.2,12.6,6.4,1.4,1.5,0.6,0.475,0.296,0.733,6.4,0.126,3.4,0.8,103.0,2005
31,ORV,G,Brevin Knight,29.0,CHA,2.0,60.0,0.033,66.0,29.5,10.1,2.6,9.0,2.0,0.1,0.422,0.15,0.852,4.5,0.11,1.9,1.1,107.0,2005
32,ORV,F,Desmond Mason,27.0,MIL,2.0,60.0,0.033,80.0,36.2,17.2,3.9,2.7,0.7,0.3,0.443,0.125,0.802,4.3,0.071,0.7,-1.5,113.0,2005
33,ORV,G,Tracy McGrady,25.0,HOU,2.0,60.0,0.033,78.0,40.8,25.7,6.2,5.7,1.7,0.7,0.431,0.326,0.774,12.0,0.18,5.4,1.5,101.0,2005
34,ORV,C,Joel Przybilla,25.0,POR,2.0,60.0,0.033,76.0,24.4,6.4,7.7,1.0,0.3,2.1,0.598,,0.517,4.7,0.121,2.7,1.4,103.0,2005
35,ORV,G,Gilbert Arenas,23.0,WAS,1.0,60.0,0.017,80.0,40.9,25.5,4.7,5.1,1.7,0.3,0.431,0.365,0.814,11.5,0.169,2.3,-0.4,109.0,2005
36,ORV,F,P.J. Brown,35.0,NOH,1.0,60.0,0.017,82.0,34.4,10.8,9.0,2.2,0.9,0.6,0.446,,0.864,6.9,0.118,2.9,0.1,106.0,2005
37,ORV,G,Greg Buckner,28.0,DEN,1.0,60.0,0.017,70.0,21.7,6.2,3.0,1.9,1.1,0.1,0.528,0.405,0.778,4.8,0.153,1.8,1.7,105.0,2005
38,ORV,G,Vince Carter,28.0,TOT,1.0,60.0,0.017,77.0,36.7,24.5,5.2,4.2,1.4,0.6,0.452,0.406,0.798,9.4,0.159,3.5,0.8,104.0,2005
39,ORV,C,Jeff Foster,28.0,IND,1.0,60.0,0.017,61.0,26.1,7.0,9.0,0.7,0.8,0.2,0.519,0.0,0.634,5.4,0.162,2.5,-0.4,102.0,2005
40,ORV,C,Brendan Haywood,25.0,WAS,1.0,60.0,0.017,68.0,27.4,9.4,6.8,0.8,0.8,1.7,0.56,,0.609,5.2,0.134,2.0,0.3,106.0,2005
41,ORV,G,Anthony Johnson,30.0,IND,1.0,60.0,0.017,63.0,27.7,8.4,2.8,4.8,0.9,0.2,0.445,0.38,0.752,4.0,0.11,1.8,0.4,106.0,2005
42,ORV,G,Eddie Jones,33.0,MIA,1.0,60.0,0.017,80.0,35.5,12.7,5.1,2.7,1.1,0.5,0.428,0.372,0.806,8.0,0.135,3.8,1.1,104.0,2005
43,ORV,F,Andrés Nocioni,25.0,CHI,1.0,60.0,0.017,81.0,23.4,8.4,4.8,1.5,0.5,0.4,0.401,0.258,0.766,2.5,0.062,3.3,1.1,100.0,2005
44,ORV,C,Emeka Okafor,22.0,CHA,1.0,60.0,0.017,73.0,35.6,15.1,10.9,0.9,0.8,1.7,0.447,0.0,0.609,4.0,0.074,3.1,-1.3,105.0,2005
45,ORV,G,Gary Payton,36.0,BOS,1.0,60.0,0.017,77.0,33.0,11.3,3.1,6.1,1.1,0.2,0.468,0.326,0.761,5.4,0.102,1.6,-0.7,109.0,2005
46,ORV,G,Mickaël Piétrus,22.0,GSW,1.0,60.0,0.017,67.0,20.0,9.5,2.8,1.2,0.7,0.3,0.427,0.344,0.698,2.1,0.075,1.0,-0.8,108.0,2005
47,ORV,F,Clifford Robinson,38.0,TOT,1.0,60.0,0.017,71.0,23.8,7.5,2.9,1.5,0.9,0.7,0.386,0.347,0.639,1.7,0.049,1.8,0.9,106.0,2005
48,ORV,C,Amar'e Stoudemire,22.0,PHO,1.0,60.0,0.017,80.0,36.1,26.0,8.9,1.6,1.0,1.6,0.559,0.188,0.733,14.6,0.243,3.3,0.3,105.0,2005
49,ORV,F,Kurt Thomas,32.0,NYK,1.0,60.0,0.017,80.0,35.7,11.5,10.4,2.0,0.9,1.0,0.471,0.5,0.786,5.2,0.087,3.3,0.2,105.0,2005
0,1st,G,Bruce Bowen,34.0,SAS,55.0,60.0,0.917,82.0,33.6,7.5,3.9,1.5,1.0,0.4,0.433,0.424,0.607,6.2,0.108,4.5,2.0,101.0,2006
1,1st,C,Ben Wallace,31.0,DET,54.0,60.0,0.9,82.0,35.2,7.3,11.3,1.9,1.8,2.2,0.51,0.0,0.416,10.1,0.168,6.9,3.1,95.0,2006
2,1st,F,Andrei Kirilenko,24.0,UTA,44.0,60.0,0.733,69.0,37.7,15.3,8.0,4.3,1.5,3.2,0.46,0.308,0.699,7.9,0.145,4.3,3.1,101.0,2006
3,1st,F,Metta World Peace,26.0,TOT,30.0,60.0,0.5,56.0,39.4,17.6,5.1,3.6,2.2,0.7,0.404,0.308,0.675,3.7,0.081,3.2,1.3,103.0,2006
4,1st,G,Kobe Bryant,27.0,LAL,28.0,60.0,0.467,80.0,41.0,35.4,5.3,4.5,1.8,0.4,0.45,0.347,0.85,15.3,0.224,3.7,0.2,105.0,2006
5,1st,G,Jason Kidd,32.0,NJN,28.0,60.0,0.467,80.0,37.2,13.3,7.3,8.4,1.9,0.4,0.404,0.352,0.795,10.1,0.163,5.6,2.6,99.0,2006
7,2nd,G,Chauncey Billups,29.0,DET,23.0,60.0,0.383,81.0,36.1,18.5,3.1,8.6,0.9,0.1,0.418,0.433,0.894,15.5,0.254,2.8,0.1,107.0,2006
8,2nd,F,Tim Duncan,29.0,SAS,23.0,60.0,0.383,80.0,34.8,18.6,11.0,3.2,0.9,2.0,0.484,0.4,0.629,10.8,0.187,6.9,2.6,94.0,2006
9,2nd,F,Kevin Garnett,29.0,MIN,18.0,60.0,0.3,76.0,38.9,21.8,12.7,4.1,1.4,1.4,0.526,0.267,0.81,14.9,0.242,5.9,2.2,98.0,2006
10,2nd,C,Marcus Camby,31.0,DEN,15.0,60.0,0.25,56.0,33.2,12.8,11.9,2.1,1.4,3.3,0.465,0.091,0.712,5.5,0.141,4.5,3.3,95.0,2006
11,2nd,G,Tayshaun Prince,25.0,DET,13.0,60.0,0.217,82.0,35.3,14.1,4.2,2.3,0.8,0.5,0.455,0.35,0.765,7.0,0.115,3.0,-0.2,106.0,2006
13,ORV,F,Rasheed Wallace,31.0,DET,12.0,60.0,0.2,80.0,34.8,15.1,6.8,2.3,1.0,1.6,0.43,0.357,0.743,8.9,0.154,4.9,1.9,100.0,2006
14,ORV,F,Shawn Marion,27.0,PHO,11.0,60.0,0.183,81.0,40.3,21.8,11.8,1.8,2.0,1.7,0.525,0.331,0.809,14.6,0.214,5.9,1.3,100.0,2006
15,ORV,F,Gerald Wallace,23.0,CHA,11.0,60.0,0.183,55.0,34.5,15.2,7.5,1.7,2.5,2.1,0.538,0.28,0.614,6.4,0.163,3.4,2.9,100.0,2006
16,ORV,G,Raja Bell,29.0,PHO,9.0,60.0,0.15,79.0,37.5,14.7,3.2,2.6,1.0,0.3,0.457,0.442,0.788,6.8,0.11,2.1,0.1,109.0,2006
17,ORV,G,Dwyane Wade,24.0,MIA,8.0,60.0,0.133,75.0,38.6,27.2,5.7,6.7,1.9,0.8,0.495,0.171,0.783,14.4,0.239,4.2,1.8,103.0,2006
18,ORV,G,Kirk Hinrich,25.0,CHI,7.0,60.0,0.117,81.0,36.5,15.9,3.6,6.3,1.2,0.3,0.418,0.37,0.815,7.6,0.124,3.5,0.6,105.0,2006
19,ORV,C,Alonzo Mourning,35.0,MIA,7.0,60.0,0.117,65.0,20.0,7.8,5.5,0.2,0.2,2.7,0.597,0.0,0.594,4.8,0.176,2.6,2.5,98.0,2006
